Time,si,mg
731467.250694444,5.21,1.16
731467.333333333,NaN,NaN
731467.334027778,5.36,1.13
731467.416666667,NaN,NaN
731467.417361111,5.57,1.23
731467.5,4.71,1.25
731467.500694444,4.99,1.19
731467.583333333,NaN,NaN
731467.584027778,5.62,1.39
731467.666666667,NaN,NaN
731467.667361111,4.75,1.35
731467.75,4.54,1.33
731467.750694444,4.88,1.26
731467.833333333,NaN,NaN
731467.834027778,4.19,1.15
731467.916666667,NaN,NaN
731467.917361111,4.21,1.17
731468,4.57,1.34
731468.000694444,4.47,1.21
731468.083333333,NaN,NaN
731468.084027778,4.37,1.23
731468.166666667,NaN,NaN
731468.167361111,4.48,1.16
731468.25,4.24,1.16
731468.250694444,4.64,1.16
731468.333333333,NaN,NaN
731468.334027778,4.15,1.09
731468.416666667,NaN,NaN
731468.417361111,4.25,1.23
731468.5,4.12,1.36
731468.500694444,4.13,1.25
731468.583333333,NaN,NaN
731468.584027778,3.94,1.22
731468.668055556,NaN,NaN
731468.66875,4.53,1.22
731468.75,4.67,1.35
731468.750694444,4.58,1.19
731468.833333333,NaN,NaN
731468.834027778,4.27,1.17
731468.916666667,NaN,NaN
731468.917361111,4.41,1.14
731469,4.58,1.2
731469.000694444,4.67,1.12
731469.083333333,NaN,NaN
731469.084027778,4.66,1.12
731469.166666667,NaN,NaN
731469.167361111,4.69,1.13
731469.252777778,4.49,1.22
731469.253472222,4.53,1.13
731469.333333333,NaN,NaN
731469.334027778,4.38,1.14
731469.416666667,NaN,NaN
731469.417361111,4.33,1.1
731469.5,4.46,1.29
731469.500694444,4.52,1.14
731469.583333333,NaN,NaN
731469.584027778,4.44,1.08
731469.666666667,NaN,NaN
731469.667361111,4.39,1.12
731469.75,4.62,1.34
731469.750694444,4.9,1.25
731469.833333333,NaN,NaN
731469.834027778,4.81,1.26
731469.916666667,NaN,NaN
731469.917361111,4.68,1.21
731470,NaN,NaN
731470.000694444,4.87,1.28
731470.083333333,NaN,NaN
731470.084027778,4.47,1.11
731470.166666667,NaN,NaN
731470.167361111,4.21,1.1
731470.25,3.97,1.16
731470.250694444,4.42,1.16
731470.333333333,NaN,NaN
731470.334027778,4.67,1.21
731470.416666667,NaN,NaN
731470.417361111,4.06,1.15
731470.5,3.95,1.29
731470.500694444,3.87,1.07
731470.583333333,NaN,NaN
731470.584027778,5.29,1.06
731470.666666667,NaN,NaN
731470.667361111,5.03,1.01
731470.75,4.93,1.11
731470.750694444,4.92,1.01
731470.833333333,NaN,NaN
731470.834027778,5.13,1.12
731470.916666667,NaN,NaN
731470.917361111,4.66,1.03
731471,4.74,1.23
731471.000694444,4.78,1.13
731471.083333333,NaN,NaN
731471.084027778,4.46,1
731471.166666667,NaN,NaN
731471.167361111,4.9,1.12
731471.25,5.28,1.24
731471.250694444,5.29,1.12
731471.333333333,NaN,NaN
731471.334027778,5.09,1.13
731471.416666667,NaN,NaN
731471.417361111,4.94,1.05
731471.5,4.95,1.07
731471.500694444,5.09,0.98
731471.583333333,NaN,NaN
731471.584027778,4.45,0.098
731471.666666667,NaN,NaN
731471.667361111,4.87,1.03
731471.75,4.55,1.06
731471.750694444,4.55,0.92
731471.833333333,4.48,1.06
731471.834027778,4.29,0.92
731471.916666667,NaN,NaN
731471.917361111,5.37,0.98
731472,4.71,1.04
731472.000694444,4.72,0.94
731472.083333333,NaN,NaN
731472.084027778,4.5,0.94
731472.166666667,NaN,NaN
731472.167361111,4.24,0.88
731472.25,4.25,1.02
731472.250694444,4.39,0.96
731472.333333333,NaN,NaN
731472.334027778,4.21,1.02
731472.416666667,NaN,NaN
731472.417361111,4.6,1.12
731472.5,4.69,1.17
731472.500694444,4.82,1.06
731472.583333333,NaN,NaN
731472.584027778,4.06,0.9
731472.666666667,NaN,NaN
731472.667361111,4.44,1.01
731472.75,4.35,1.11
731472.750694444,4.31,1.01
731472.833333333,4.25,1.12
731472.834027778,4.26,1.02
731472.916666667,4.23,1.13
731472.917361111,4.34,1.04
731473,4.24,1.09
731473.000694444,4.44,1
731473.083333333,4.37,1.11
731473.084027778,4.42,0.98
731473.166666667,NaN,NaN
731473.167361111,4.03,1
731473.25,4.2,1.15
731473.250694444,4.25,1.04
731473.333333333,NaN,NaN
731473.334027778,NaN,0.94
731473.416666667,NaN,NaN
731473.417361111,4.23,1.02
731473.5,4.54,1.15
731473.500694444,4.39,1.1
731473.583333333,NaN,NaN
731473.584027778,4.47,1.1
731473.666666667,NaN,NaN
731473.667361111,4.32,0.99
731473.75,4.43,1.12
731473.750694444,4.55,0.88
731473.833333333,NaN,NaN
731473.834027778,3.56,0.89
731474,3.26,0.93
731474.000694444,3.17,0.82
731474.083333333,NaN,NaN
731474.084027778,3.73,0.88
731474.166666667,NaN,NaN
731474.167361111,3.71,0.98
731474.25,4.35,1.19
731474.250694444,3.97,1.09
731474.333333333,NaN,NaN
731474.334027778,4.42,1.18
731474.416666667,NaN,NaN
731474.417361111,3.51,0.95
731474.5,3.81,1.12
731474.500694444,3.8,1.05
731474.583333333,NaN,NaN
731474.584027778,3.93,1.1
731474.666666667,NaN,NaN
731474.667361111,3.9,1.07
731474.75,4.15,1.14
731474.750694444,3.95,1.08
731474.833333333,NaN,NaN
731474.834027778,4.04,1.11
731474.916666667,NaN,NaN
731474.917361111,4.02,1.09
731475,4.26,1.24
731475.000694444,4.26,1.11
731475.083333333,NaN,NaN
731475.084027778,4.33,1.14
731475.166666667,NaN,NaN
731475.167361111,4.45,1.17
731475.25,4.14,1.21
731475.250694444,4.01,1.08
731475.333333333,NaN,NaN
731475.334027778,4,1.07
731475.416666667,NaN,NaN
731475.417361111,3.93,1.09
731475.5,4.4,1.23
731475.500694444,4.15,1.09
731475.583333333,NaN,NaN
731475.584027778,4.07,1.12
731475.666666667,NaN,NaN
731475.667361111,3.85,1.07
731475.75,4.15,1.08
731475.750694444,3.92,0.98
731475.833333333,NaN,NaN
731475.834027778,4.57,1.02
731475.916666667,NaN,NaN
731475.917361111,5.13,1.1
731476,5.07,1.19
731476.000694444,4.85,1.03
731476.083333333,NaN,NaN
731476.084027778,4.38,0.97
731476.166666667,NaN,NaN
731476.167361111,3.93,0.93
731476.25,NaN,NaN
731476.250694444,4.13,0.96
731476.333333333,NaN,NaN
731476.334027778,4.82,1.13
731476.416666667,NaN,NaN
731476.417361111,4.8,1.07
731476.5,4.84,1.18
731476.500694444,5.02,1.12
731476.583333333,NaN,NaN
731476.584027778,5.45,1.26
731476.666666667,NaN,NaN
731476.667361111,4.96,1.14
731476.75,4.34,1.1
731476.750694444,NaN,NaN
731476.833333333,NaN,NaN
731476.834027778,4.35,1.02
731476.916666667,NaN,NaN
731476.917361111,4.67,1.08
731477,4.18,1.09
731477.000694444,4.33,1.03
731477.083333333,NaN,NaN
731477.084027778,4.82,1.08
731477.166666667,NaN,NaN
731477.167361111,4.68,1.08
731477.25,4.8,1.2
731477.250694444,4.79,1.09
731477.333333333,NaN,NaN
731477.334027778,4.1,0.91
731477.416666667,NaN,NaN
731477.417361111,4.87,1.15
731477.5,5.16,1.26
731477.500694444,5.27,1.17
731477.583333333,NaN,NaN
731477.584027778,5.04,1.15
731477.666666667,NaN,NaN
731477.667361111,5.01,1.1
731477.75,4.74,1.3
731477.750694444,4.8,1.13
731477.833333333,NaN,NaN
731477.834027778,4.65,1.1
731477.916666667,NaN,NaN
731477.917361111,4.48,1.15
731478,5.41,1.37
731478.000694444,5.56,1.31
731478.083333333,NaN,NaN
731478.084027778,5.39,1.17
731478.166666667,NaN,NaN
731478.167361111,5.14,1.14
731478.25,4.98,1.26
731478.250694444,5.03,1.12
731478.333333333,NaN,NaN
731478.334027778,4.91,1.1
731478.416666667,NaN,NaN
731478.417361111,5.1,1.25
731478.5,4.66,1.19
731478.500694444,5.31,1.22
731478.583333333,NaN,NaN
731478.584027778,5.33,1.18
731478.666666667,NaN,NaN
731478.667361111,NaN,NaN
731478.668055556,5,1.2
731478.75,4.47,1.16
731478.750694444,4.78,1.12
731478.833333333,NaN,NaN
731478.834027778,4.83,1.18
731478.916666667,NaN,NaN
731478.917361111,5.17,1.25
731479,4.63,1.22
731479.000694444,4.75,1.15
731479.083333333,NaN,NaN
731479.084027778,4.74,1.07
731479.166666667,NaN,NaN
731479.167361111,4.61,1.09
731479.25,4.7,1.22
731479.250694444,4.84,1.16
731479.333333333,NaN,NaN
731479.334027778,4.63,1.11
731479.416666667,NaN,NaN
731479.417361111,4.93,1.09
731480,3.74,1.02
731480.000694444,3.69,0.94
731480.083333333,NaN,NaN
731480.084027778,4.57,1.04
731480.166666667,NaN,NaN
731480.167361111,4.92,1.1
731480.25,4.36,1.17
731480.250694444,4.48,1.09
731480.333333333,NaN,NaN
731480.334027778,4.42,1.04
731480.416666667,NaN,NaN
731480.417361111,4.36,1.18
731480.5,4.69,1.38
731480.500694444,4.14,1.13
731480.583333333,NaN,NaN
731480.584027778,4.36,0.89
731480.666666667,NaN,NaN
731480.667361111,5.04,1.33
731480.75,5.16,1.62
731480.750694444,5.2,1.47
731480.833333333,4.88,1.47
731480.834027778,4.7,1.36
731480.916666667,4.73,1.14
731480.917361111,4.92,1.15
731481,4.29,1.45
731481.000694444,4.22,1.26
731481.083333333,4.1,1.34
731481.084027778,4.2,1.28
731481.166666667,NaN,NaN
731481.167361111,4.17,1.37
731481.25,4.46,1.82
731481.250694444,4.23,1.44
731481.333333333,NaN,NaN
731481.334027778,4.89,1.58
731481.416666667,NaN,NaN
731481.417361111,4.64,1.47
731481.5,4.53,1.47
731481.500694444,4.67,1.48
731481.583333333,NaN,NaN
731481.584027778,4.34,1.43
731481.666666667,NaN,NaN
731481.667361111,4.72,1.37
731481.75,4.59,1.41
731481.750694444,4.69,1.29
731481.833333333,NaN,NaN
731481.834027778,4.25,1.24
731481.916666667,NaN,NaN
731481.917361111,3.97,1.21
731482.000694444,4.13,1.21
731482.004166667,4.04,1.29
731482.083333333,NaN,NaN
731482.084027778,4.29,1.24
731482.166666667,NaN,NaN
731482.167361111,4.43,1.23
731482.25,3.98,1.18
731482.250694444,4.11,1.14
731482.333333333,NaN,NaN
731482.334027778,4.29,1.28
731482.416666667,NaN,NaN
731482.417361111,4.21,1.26
731482.5,4.21,1.26
731482.500694444,4.41,1.24
731482.583333333,NaN,NaN
731482.584027778,4.21,1.16
731482.666666667,NaN,NaN
731482.667361111,4.04,1.22
731482.75,3.79,1.15
731482.750694444,3.52,1.06
731482.833333333,NaN,NaN
731482.834027778,3.38,1
731482.916666667,NaN,NaN
731482.917361111,3.34,1.19
731483,3.6,1.14
731483.000694444,3.49,1.06
731483.083333333,NaN,NaN
731483.084027778,3.57,1.06
731483.166666667,NaN,NaN
731483.167361111,3.74,1.14
731483.25,3.83,1.31
731483.250694444,3.65,1.09
731483.333333333,NaN,NaN
731483.334027778,3.69,1.15
731483.416666667,NaN,NaN
731483.417361111,3.65,1.16
731483.5,3.34,1.13
731483.500694444,3.27,1.01
731483.584722222,NaN,NaN
731483.585416667,3.73,1.14
731483.666666667,NaN,NaN
731483.667361111,3.88,1.19
731483.75,3.43,1.15
731483.750694444,3.55,1.14
731483.833333333,NaN,NaN
731483.834027778,3.5,1.12
731483.917361111,3.64,1.18
731483.918055556,NaN,NaN
731484,3.97,1.32
731484.000694444,3.99,1.27
731484.083333333,NaN,NaN
731484.084027778,3.72,1.2
731484.166666667,NaN,NaN
731484.167361111,3.55,1.08
731484.168055556,NaN,NaN
731484.25,3.97,1.31
731484.250694444,3.93,1.2
731484.333333333,NaN,NaN
731484.334027778,4.2,1.34
731484.416666667,NaN,NaN
731484.417361111,4.19,1.29
731484.5,3.89,1.29
731484.500694444,4,1.21
731484.583333333,NaN,NaN
731484.584027778,3.91,1.21
731484.666666667,NaN,NaN
731484.667361111,3.78,1.19
731484.75,3.77,1.26
731484.750694444,3.99,1.21
731484.833333333,NaN,NaN
731484.834027778,3.94,1.21
731484.916666667,NaN,NaN
731484.917361111,4.06,1.19
731485,3.43,1.21
731485.000694444,3.64,1.14
731485.083333333,NaN,NaN
731485.084027778,4.42,1.38
731485.166666667,NaN,NaN
731485.167361111,5.89,1.32
731485.25,6.2,1.4
731485.250694444,6.28,1.3
731485.333333333,NaN,NaN
731485.334027778,6.07,1.34
731485.416666667,NaN,NaN
731485.417361111,5.29,1.28
731485.5,4.61,1.35
731485.500694444,4.83,1.24
731485.583333333,4.37,1.14
731485.584027778,NaN,NaN
731485.666666667,NaN,NaN
731485.667361111,4.49,1.19
731485.75,4.24,1.3
731485.750694444,4.36,1.19
731485.833333333,NaN,NaN
731485.834027778,4.06,NaN
731485.916666667,NaN,NaN
731485.917361111,3.51,0.98
731486,4.29,1.34
731486.000694444,4.08,1.15
731486.083333333,NaN,NaN
731486.084027778,4.62,1.22
731486.166666667,NaN,NaN
731486.167361111,4.55,1.18
731486.25,4.59,1.23
731486.250694444,4.55,1.12
731486.333333333,NaN,NaN
731486.334027778,4.65,1.17
731486.416666667,NaN,NaN
731486.417361111,4.43,1.12
731486.5,4.17,1.18
731486.500694444,4.43,1.21
731486.583333333,NaN,NaN
731486.584027778,4.33,1.16
731487,4.1,1.21
731487.000694444,4.06,1.04
731487.083333333,NaN,NaN
731487.084027778,4.73,1.15
731487.166666667,NaN,NaN
731487.167361111,4.38,1.14
731487.25,4.26,1.18
731487.250694444,4.23,1.09
731487.333333333,NaN,NaN
731487.334027778,4.16,1.1
731487.416666667,NaN,NaN
731487.417361111,4.41,1.11
731487.5,5.4,1.37
731487.500694444,5.04,1.17
731487.833333333,NaN,NaN
731487.834027778,5.14,1.25
731487.916666667,NaN,NaN
731487.917361111,3.42,0.95
731488,3.69,1.19
731488.000694444,3.68,1.13
731488.083333333,NaN,NaN
731488.084027778,4.02,1.35
731488.166666667,NaN,NaN
731488.167361111,4.21,1.23
731488.25,5.45,1.17
731488.250694444,5.13,1.06
731488.333333333,5.59,1.28
731488.334027778,5.09,1.03
731488.416666667,NaN,NaN
731488.417361111,5.38,1.06
731488.5,2.6,0.6
731488.500694444,3.34,0.93
731488.583333333,NaN,NaN
731488.584027778,4.93,1.05
731488.666666667,NaN,NaN
731488.667361111,5.31,1.09
731488.75,4.81,1.18
731488.750694444,4.38,0.99
731488.833333333,NaN,NaN
731488.834027778,4.22,0.99
731488.916666667,NaN,NaN
731488.917361111,4.05,0.95
731489,4.9,1.18
731489.000694444,4.77,1.1
731489.083333333,NaN,NaN
731489.084027778,4.84,1.11
731489.166666667,NaN,NaN
731489.167361111,5.2,1.09
731489.25,NaN,NaN
731489.250694444,4.35,1.01
731489.333333333,NaN,NaN
731489.334027778,4.69,1.09
731489.416666667,NaN,NaN
731489.417361111,4.7,1.11
731489.5,4.38,1.1
731489.500694444,4.46,1.03
731489.583333333,NaN,NaN
731489.584027778,4.5,1.09
731489.666666667,NaN,NaN
731489.667361111,4.51,0.99
731489.75,5,1.1
731489.750694444,4.53,1.03
731489.833333333,NaN,NaN
731489.834027778,4.73,1.07
731489.916666667,NaN,NaN
731489.917361111,4.72,0.99
731490,4.53,1.06
731490.000694444,4.45,0.98
731490.083333333,NaN,NaN
731490.084027778,4.96,1.09
731490.166666667,NaN,NaN
731490.167361111,5.05,1.09
731490.25,5.47,1.22
731490.250694444,5.42,1.11
731490.333333333,NaN,NaN
731490.334027778,4.82,1.1
731490.416666667,NaN,NaN
731490.417361111,4.09,1
731490.5,3.11,0.99
731490.500694444,4.96,1.37
731490.583333333,NaN,NaN
731490.584027778,3.53,1.11
731490.666666667,NaN,NaN
731490.667361111,3.73,1.2
731490.75,3.86,1.46
731490.750694444,3.56,1.14
731490.833333333,NaN,NaN
731490.834027778,3.1,1.08
731490.916666667,NaN,NaN
731490.917361111,2.97,1.05
731491,3.14,1.26
731491.000694444,3.06,1.17
731491.083333333,NaN,NaN
731491.084027778,3.23,1.16
731491.166666667,NaN,NaN
731491.167361111,3.47,1.34
731491.25,3.47,1.33
731491.250694444,3.43,1.27
731491.333333333,NaN,NaN
731491.334027778,3.29,1.18
731491.416666667,NaN,NaN
731491.417361111,3.34,1.23
731491.5,1.81,0.67
731491.500694444,3.15,1.1
731491.583333333,NaN,NaN
731491.584027778,3.16,1.12
731491.666666667,NaN,NaN
731491.667361111,3.46,1.21
731491.75,NaN,NaN
731491.750694444,NaN,NaN
731491.805555556,NaN,NaN
731491.80625,3.54,1.22
731493.333333333,2.22,0.89
731493.334027778,1.89,0.71
731493.416666667,NaN,NaN
731493.417361111,2.54,0.93
731493.5,3.03,1.2
731493.500694444,2.82,1.06
731493.583333333,NaN,NaN
731493.584027778,3.2,1.22
731493.666666667,NaN,NaN
731493.667361111,3.28,1.24
731493.75,3.62,1.33
731493.750694444,3.61,1.26
731493.833333333,NaN,NaN
731493.834027778,3.5,1.18
731493.916666667,NaN,NaN
731493.917361111,2.9,0.97
731494,3.48,1.28
731494.000694444,3.09,1.1
731494.083333333,NaN,NaN
731494.084027778,3.39,1.13
731494.166666667,NaN,NaN
731494.167361111,NaN,1.17
731494.25,3.71,1.37
731494.250694444,3.49,1.23
731494.333333333,3.11,1.15
731494.334027778,2.85,0.97
731494.416666667,NaN,NaN
731494.417361111,NaN,NaN
731494.5,2.62,0.96
731494.500694444,2.58,0.85
731494.583333333,NaN,NaN
731494.584027778,3.74,1.15
731494.666666667,NaN,NaN
731494.667361111,5.96,1.1
731494.75,5.64,1.32
731494.750694444,5.74,1.28
731494.833333333,NaN,NaN
731494.834027778,4.48,1.14
731494.916666667,NaN,NaN
731494.917361111,3.75,1.05
731495,4.48,1.26
731495.000694444,4.1,1.18
731495.083333333,NaN,NaN
731495.084027778,4.27,1.14
731495.166666667,NaN,NaN
731495.167361111,4.46,1.26
731495.25,4.78,1.33
731495.250694444,4.51,1.2
731495.333333333,NaN,NaN
731495.334027778,4.2,1.07
731495.416666667,NaN,NaN
731495.417361111,5.13,1.31
731495.583333333,NaN,NaN
731495.584027778,4.33,0.115
731495.666666667,NaN,NaN
731495.667361111,4.9,1.32
731495.75,5.26,1.41
731495.750694444,5.2,1.38
731495.833333333,NaN,NaN
731495.834027778,4.86,1.22
731495.916666667,NaN,NaN
731495.917361111,4.4,1.13
731496,3.83,1.04
731496.000694444,3.82,1.03
731496.125,NaN,NaN
731496.125694444,4.33,1.11
731496.166666667,NaN,NaN
731496.167361111,4.76,1.21
731496.25,4.52,1.17
731496.250694444,4.35,1.11
731496.333333333,NaN,NaN
731496.334027778,4.01,1.01
731496.416666667,NaN,NaN
731496.417361111,3.73,1.02
731496.833333333,NaN,NaN
731496.834027778,4.2,1.31
731496.916666667,NaN,NaN
731496.917361111,4.13,1.3
731497,4.63,1.43
731497.000694444,4.16,1.25
731497.083333333,NaN,NaN
731497.084027778,3.55,1.09
731497.167361111,NaN,NaN
731497.168055556,3.72,1.31
731497.25,4.33,1.53
731497.250694444,3.83,1.36
731497.333333333,NaN,NaN
731497.334027778,4.14,1.38
731497.416666667,NaN,NaN
731497.417361111,4.17,1.35
731497.5,3.14,1.12
731497.500694444,2.97,1.05
731497.583333333,NaN,NaN
731497.584027778,3.8,1.31
731497.666666667,NaN,NaN
731497.667361111,2.92,1.01
731497.75,4.41,1.52
731497.750694444,4.05,1.36
731497.830555556,NaN,NaN
731497.835416667,3.72,1.2
731497.916666667,NaN,NaN
731497.917361111,4.18,1.38
731498,4.2,1.45
731498.000694444,3.85,1.32
731498.166666667,NaN,NaN
731498.167361111,3.07,1
731498.25,4.18,1.48
731498.250694444,3.71,1.29
731498.333333333,NaN,NaN
731498.334027778,3.9,1.28
731498.416666667,NaN,NaN
731498.417361111,4.02,1.32
731498.5,4.2,1.38
731498.500694444,3.54,1.32
731498.583333333,NaN,NaN
731498.584027778,3.35,1.06
731498.666666667,NaN,NaN
731498.667361111,3.15,1.02
731498.75,4.4,1.42
731498.750694444,4,1.24
731498.833333333,NaN,NaN
731498.834027778,4.06,1.25
731499,4.06,1.3
731499.000694444,3.72,1.15
731499.083333333,NaN,NaN
731499.084027778,4.61,1.45
731499.167361111,4.76,1.42
731499.168055556,NaN,NaN
731499.25,5.88,2.33
731499.250694444,4.55,1.38
731499.333333333,NaN,NaN
731499.334027778,3.73,1.21
731499.416666667,NaN,NaN
731499.417361111,3.18,1.08
731499.5,3.83,1.33
731499.500694444,2.97,1.06
731499.583333333,NaN,NaN
731499.584027778,3.15,1.06
731500.083333333,NaN,NaN
731500.084027778,2.99,1.04
731500.166666667,NaN,NaN
731500.167361111,3.49,1.21
731500.25,4.09,1.4
731500.250694444,3.41,1.14
731500.333333333,NaN,NaN
731500.334027778,3.3,1.16
731500.416666667,NaN,NaN
731500.417361111,3.24,1.13
731500.5,4.48,1.5
731500.500694444,3.68,1.21
731500.583333333,NaN,NaN
731500.584027778,3.38,1.16
731500.666666667,NaN,NaN
731500.667361111,3.45,1.15
731500.75,4.06,1.43
731500.750694444,3.4,1.22
731501,4.26,1.49
731501.000694444,3.65,1.23
731501.083333333,4.7,1.59
731501.084027778,4.07,1.35
731501.166666667,4.25,1.5
731501.167361111,3.8,1.33
731501.333333333,NaN,NaN
731501.334027778,3.96,1.35
731501.416666667,NaN,NaN
731501.417361111,4.1,1.4
731501.5,5.48,2.02
731501.500694444,4.05,1.43
731501.583333333,NaN,NaN
731501.584027778,3.94,1.43
731501.666666667,NaN,NaN
731501.667361111,3.36,1.22
731501.75,3.76,1.33
731501.750694444,2.95,1.09
731501.833333333,NaN,NaN
731501.834027778,3.81,1.3
731501.916666667,NaN,NaN
731501.917361111,5.12,1.48
731502,4.24,1.54
731502.000694444,5.82,1.22
731502.083333333,NaN,NaN
731502.084027778,4.78,1.32
731502.166666667,NaN,NaN
731502.167361111,5.14,1.21
731502.25,5.87,1.39
731502.250694444,5.41,1.22
731502.333333333,NaN,NaN
731502.334027778,5.04,1.19
731502.416666667,NaN,NaN
731502.417361111,4.75,1.19
731502.5,5.45,1.43
731502.500694444,4.81,1.19
731502.583333333,NaN,NaN
731502.584027778,4.44,1.19
731502.666666667,NaN,NaN
731502.667361111,4.46,1.22
731502.75,5.31,1.5
731502.750694444,4.64,1.3
731502.833333333,NaN,NaN
731502.834027778,4.64,1.29
731502.916666667,NaN,NaN
731502.917361111,4.4,1.28
731503,4.81,1.44
731503.000694444,4.5,1.33
731503.083333333,NaN,NaN
731503.084027778,4.37,1.23
731503.166666667,NaN,NaN
731503.167361111,4.31,1.2
731503.25,4.64,1.4
731503.250694444,4.8,1.25
731503.334722222,NaN,NaN
731503.335416667,4.8,1.22
731503.4375,NaN,NaN
731503.438194444,5.31,1.27
731503.503472222,4.95,1.46
731503.504166667,4.88,1.22
731503.583333333,NaN,NaN
731503.584027778,5.46,1.33
731503.667361111,NaN,NaN
731503.668055556,5.15,1.35
731503.75,4.87,1.48
731503.750694444,4.84,1.28
731503.833333333,NaN,NaN
731503.834027778,4.78,1.28
731503.916666667,4.28,1.39
731503.917361111,4.33,1.2
731504,3.81,1.33
731504.000694444,3.96,1.14
731504.083333333,NaN,NaN
731504.084027778,4.18,1.16
731504.166666667,NaN,NaN
731504.167361111,4.18,1.26
731504.25,3.87,1.41
731504.250694444,4.04,1.19
731504.333333333,NaN,NaN
731504.334027778,3.69,1.16
731504.416666667,NaN,NaN
731504.417361111,3.36,1.06
731504.5,3.99,1.41
731504.500694444,3.81,1.11
731504.583333333,NaN,NaN
731504.584027778,4.02,1.12
731504.666666667,NaN,NaN
731504.667361111,3.98,1.07
731504.75,NaN,NaN
731504.750694444,3.89,1.06
731504.833333333,NaN,NaN
731504.834027778,3.92,1.02
731504.916666667,NaN,NaN
731504.917361111,4.08,1.12
731505,5.25,0.95
731505.000694444,3.8,1.02
731505.083333333,NaN,NaN
731505.084027778,4.1,1.15
731505.166666667,NaN,NaN
731505.167361111,4.08,1.16
731505.25,4.72,1.67
731505.250694444,4.25,1.19
731505.333333333,NaN,NaN
731505.334027778,4.21,1.12
731505.416666667,NaN,NaN
731505.417361111,4.44,1.23
731505.5,4.7,1.53
731505.500694444,4.4,1.18
731505.583333333,NaN,NaN
731505.584027778,4.31,1.16
731505.666666667,NaN,NaN
731505.667361111,4.31,1.19
731505.75,4.19,1.44
731505.750694444,4.16,1.24
731505.833333333,NaN,NaN
731505.834027778,3.8,1.14
731505.916666667,NaN,NaN
731505.917361111,4.11,1.31
731506,4.71,1.57
731506.000694444,4.84,1.27
731506.083333333,NaN,NaN
731506.084027778,4.8,1.17
731506.166666667,NaN,NaN
731506.167361111,4.53,1.19
731506.25,4.32,1.45
731506.250694444,4.23,1.23
731506.333333333,NaN,NaN
731506.334027778,4.02,1.19
731506.416666667,NaN,NaN
