Time,si_in,mg_in
731431.166666667,NaN,NaN
731431.167361111,NaN,NaN
731431.25,NaN,NaN
731431.250694444,NaN,NaN
731431.333333333,NaN,NaN
731431.334027778,NaN,NaN
731431.416666667,NaN,NaN
731431.417361111,NaN,NaN
731431.5,3.18,0.82
731431.500694444,NaN,NaN
731431.583333333,NaN,NaN
731431.584027778,NaN,NaN
731431.666666667,NaN,NaN
731431.667361111,NaN,NaN
731431.75,NaN,NaN
731431.750694444,NaN,NaN
731431.833333333,NaN,NaN
731431.834027778,NaN,NaN
731431.916666667,NaN,NaN
731431.917361111,NaN,NaN
731432,NaN,NaN
731432.000694444,3.06,0.82
731432.083333333,NaN,NaN
731432.084027778,NaN,NaN
731432.166666667,NaN,NaN
731432.167361111,NaN,NaN
731432.25,NaN,NaN
731432.250694444,NaN,NaN
731432.333333333,NaN,NaN
731432.334027778,NaN,NaN
731432.416666667,NaN,NaN
731432.417361111,NaN,NaN
731432.5,2.81,0.77
731432.500694444,NaN,NaN
731432.583333333,NaN,NaN
731432.584027778,NaN,NaN
731432.666666667,NaN,NaN
731432.667361111,NaN,NaN
731432.75,NaN,NaN
731432.750694444,NaN,NaN
731432.833333333,NaN,NaN
731432.834027778,NaN,NaN
731432.916666667,NaN,NaN
731432.917361111,NaN,NaN
731432.997222222,2.78,0.73
731432.997916667,NaN,NaN
731433.083333333,NaN,NaN
731433.084027778,NaN,NaN
731433.166666667,NaN,NaN
731433.167361111,NaN,NaN
731433.246527778,NaN,NaN
731433.247222222,NaN,NaN
731433.333333333,NaN,NaN
731433.334027778,NaN,NaN
731433.416666667,NaN,NaN
731433.417361111,NaN,NaN
731433.5,2.81,0.78
731433.500694444,NaN,NaN
731433.583333333,NaN,NaN
731433.584027778,NaN,NaN
731433.666666667,NaN,NaN
731433.667361111,NaN,NaN
731433.75,NaN,NaN
731433.750694444,NaN,NaN
731433.833333333,NaN,NaN
731433.834027778,NaN,NaN
731433.916666667,NaN,NaN
731433.917361111,NaN,NaN
731434,2.23,0.68
731434.000694444,NaN,NaN
731434.083333333,NaN,NaN
731434.084027778,NaN,NaN
731434.166666667,NaN,NaN
731434.167361111,NaN,NaN
731434.25,NaN,NaN
731434.250694444,NaN,NaN
731434.333333333,NaN,NaN
731434.334027778,NaN,NaN
731434.416666667,NaN,NaN
731434.417361111,NaN,NaN
731434.5,2.43,0.74
731434.500694444,NaN,NaN
731434.583333333,NaN,NaN
731434.584027778,NaN,NaN
731434.666666667,NaN,NaN
731434.667361111,NaN,NaN
731434.75,NaN,NaN
731434.750694444,NaN,NaN
731434.833333333,NaN,NaN
731434.834027778,NaN,NaN
731438.166666667,NaN,NaN
731438.167361111,NaN,NaN
731438.25,1.7,0.61
731438.250694444,NaN,NaN
731438.333333333,NaN,NaN
731438.334027778,NaN,NaN
731438.416666667,NaN,NaN
731438.417361111,NaN,NaN
731438.5,2.2,0.65
731438.500694444,NaN,NaN
731438.583333333,NaN,NaN
731438.584027778,NaN,NaN
731438.666666667,NaN,NaN
731438.667361111,NaN,NaN
731438.75,NaN,NaN
731438.750694444,NaN,NaN
731438.833333333,NaN,NaN
731438.834027778,NaN,NaN
731438.916666667,NaN,NaN
731438.917361111,NaN,NaN
731439,2.57,0.69
731439.000694444,NaN,NaN
731439.083333333,NaN,NaN
731439.084027778,NaN,NaN
731439.166666667,NaN,NaN
731439.167361111,NaN,NaN
731439.25,NaN,NaN
731439.250694444,NaN,NaN
731439.333333333,NaN,NaN
731439.334027778,NaN,NaN
731439.416666667,NaN,NaN
731439.417361111,NaN,NaN
731439.5,2.39,0.49
731439.500694444,NaN,NaN
731439.583333333,NaN,NaN
731439.584027778,NaN,NaN
731439.666666667,NaN,NaN
731439.667361111,NaN,NaN
731439.75,NaN,NaN
731439.750694444,NaN,NaN
731439.833333333,NaN,NaN
731439.834027778,NaN,NaN
731439.916666667,NaN,NaN
731439.917361111,NaN,NaN
731440,2.61,0.75
731440.000694444,NaN,NaN
731440.083333333,NaN,NaN
731440.084027778,NaN,NaN
731440.166666667,NaN,NaN
731440.167361111,NaN,NaN
731440.25,2.84,0.78
731440.250694444,NaN,NaN
731440.333333333,NaN,NaN
731440.334027778,NaN,NaN
731440.416666667,NaN,NaN
731440.417361111,NaN,NaN
731440.5,3,0.73
731440.500694444,NaN,NaN
731440.583333333,NaN,NaN
731440.584027778,NaN,NaN
731440.666666667,NaN,NaN
731440.667361111,NaN,NaN
731440.75,NaN,NaN
731440.750694444,NaN,NaN
731440.833333333,NaN,NaN
731440.834027778,NaN,NaN
731440.916666667,NaN,NaN
731440.917361111,NaN,NaN
731441,2.95,0.81
731441.000694444,NaN,NaN
731441.083333333,NaN,NaN
731441.084027778,NaN,NaN
731441.166666667,NaN,NaN
731441.167361111,NaN,NaN
731441.25,2.78,0.71
731441.250694444,NaN,NaN
731441.333333333,NaN,NaN
731441.334027778,NaN,NaN
731441.416666667,NaN,NaN
731441.417361111,NaN,NaN
731441.5,3.37,0.79
731441.500694444,NaN,NaN
731441.833333333,NaN,NaN
731441.834027778,NaN,NaN
731441.916666667,NaN,NaN
731441.917361111,NaN,NaN
731442,3.03,0.73
731442.000694444,NaN,NaN
731442.083333333,NaN,NaN
731442.084027778,NaN,NaN
731442.166666667,NaN,NaN
731442.167361111,NaN,NaN
731442.25,NaN,NaN
731442.250694444,NaN,NaN
731442.333333333,NaN,NaN
731442.334027778,NaN,NaN
731442.416666667,NaN,NaN
731442.417361111,NaN,NaN
731442.5,2.43,0.78
731442.500694444,NaN,NaN
731442.583333333,NaN,NaN
731442.584027778,NaN,NaN
731442.666666667,NaN,NaN
731442.667361111,NaN,NaN
731442.75,NaN,NaN
731442.750694444,NaN,NaN
731442.833333333,NaN,NaN
731442.834027778,NaN,NaN
731442.916666667,NaN,NaN
731442.917361111,NaN,NaN
731443,1.6,0.84
731443.000694444,NaN,NaN
731443.083333333,NaN,NaN
731443.084027778,NaN,NaN
731443.166666667,NaN,NaN
731443.167361111,NaN,NaN
731443.25,NaN,NaN
731443.250694444,NaN,NaN
731443.333333333,NaN,NaN
731443.334027778,NaN,NaN
731443.416666667,NaN,NaN
731443.417361111,NaN,NaN
731443.5,NaN,NaN
731443.500694444,NaN,NaN
731443.583333333,NaN,NaN
731443.584027778,NaN,NaN
731443.666666667,NaN,NaN
731443.667361111,NaN,NaN
731443.75,NaN,NaN
731443.750694444,NaN,NaN
731443.833333333,NaN,NaN
731443.834027778,NaN,NaN
731443.916666667,NaN,NaN
731443.917361111,NaN,NaN
731444,NaN,NaN
731444.000694444,NaN,NaN
731444.083333333,NaN,NaN
731444.084027778,NaN,NaN
731444.166666667,NaN,NaN
731444.167361111,NaN,NaN
731444.25,NaN,NaN
731444.250694444,NaN,NaN
731444.333333333,NaN,NaN
731444.334027778,NaN,NaN
731444.75,NaN,NaN
731444.750694444,NaN,NaN
731444.833333333,NaN,NaN
731444.834027778,NaN,NaN
731444.916666667,NaN,NaN
731444.917361111,NaN,NaN
731445,2.7,0.89
731445.000694444,NaN,NaN
731445.083333333,NaN,NaN
731445.084027778,NaN,NaN
731445.166666667,NaN,NaN
731445.167361111,NaN,NaN
731445.25,NaN,NaN
731445.250694444,NaN,NaN
731445.333333333,NaN,NaN
731445.334027778,NaN,NaN
731445.416666667,NaN,NaN
731445.417361111,NaN,NaN
731445.5,3.05,0.79
731445.500694444,NaN,NaN
731445.583333333,NaN,NaN
731445.584027778,NaN,NaN
731445.666666667,NaN,NaN
731445.667361111,NaN,NaN
731445.75,NaN,NaN
731445.750694444,NaN,NaN
731445.833333333,NaN,NaN
731445.834027778,NaN,NaN
731445.916666667,NaN,NaN
731445.917361111,NaN,NaN
731445.918055556,NaN,NaN
731446,3.08,0.73
731446.000694444,NaN,NaN
731446.083333333,NaN,NaN
731446.084027778,NaN,NaN
731446.166666667,NaN,NaN
731446.167361111,NaN,NaN
731446.25,NaN,NaN
731446.250694444,NaN,NaN
731446.333333333,NaN,NaN
731446.334027778,NaN,NaN
731446.420138889,NaN,NaN
731446.420833333,NaN,NaN
731446.5,3.22,0.75
731446.500694444,NaN,NaN
731446.583333333,NaN,NaN
731446.584027778,NaN,NaN
731446.666666667,NaN,NaN
731446.667361111,NaN,NaN
731446.75,NaN,NaN
731446.750694444,NaN,NaN
731446.833333333,NaN,NaN
731446.834027778,NaN,NaN
731446.916666667,NaN,NaN
731446.917361111,NaN,NaN
731447,2.9,0.73
731447.000694444,NaN,NaN
731447.083333333,NaN,NaN
731447.084027778,NaN,NaN
731447.166666667,NaN,NaN
731447.167361111,NaN,NaN
731447.25,NaN,NaN
731447.250694444,NaN,NaN
731447.333333333,NaN,NaN
731447.334027778,NaN,NaN
731447.416666667,NaN,NaN
731447.417361111,NaN,NaN
731447.5,3.04,0.72
731447.500694444,NaN,NaN
731447.583333333,NaN,NaN
731447.584027778,NaN,NaN
731447.666666667,NaN,NaN
731447.667361111,NaN,NaN
731447.75,NaN,NaN
731447.750694444,NaN,NaN
731447.833333333,NaN,NaN
731447.834027778,NaN,NaN
731447.916666667,NaN,NaN
731447.917361111,NaN,NaN
731448,2.96,0.79
731448.000694444,NaN,NaN
731448.083333333,NaN,NaN
731448.084027778,NaN,NaN
731448.166666667,NaN,NaN
731448.167361111,NaN,NaN
731448.25,NaN,NaN
731448.250694444,NaN,NaN
731448.333333333,NaN,NaN
731448.334027778,NaN,NaN
731448.416666667,NaN,NaN
731448.417361111,NaN,NaN
731448.5,2.34,0.69
731448.500694444,NaN,NaN
731448.583333333,NaN,NaN
731448.584027778,NaN,NaN
731448.584722222,NaN,NaN
731448.666666667,NaN,NaN
731448.667361111,NaN,NaN
731448.75,NaN,NaN
731448.750694444,NaN,NaN
731448.833333333,NaN,NaN
731448.834027778,NaN,NaN
731448.916666667,NaN,NaN
731448.917361111,NaN,NaN
731449,2.8,0.8
731449.000694444,NaN,NaN
731449.083333333,NaN,NaN
731449.084027778,NaN,NaN
731449.166666667,NaN,NaN
731449.167361111,NaN,NaN
731449.5,2.01,0.5
731449.500694444,NaN,NaN
731449.604166667,NaN,NaN
731449.604861111,NaN,NaN
731449.666666667,NaN,NaN
731449.667361111,NaN,NaN
731449.75,NaN,NaN
731449.750694444,NaN,NaN
731449.833333333,NaN,NaN
731449.834027778,NaN,NaN
731449.916666667,NaN,NaN
731449.917361111,NaN,NaN
731450,2.96,0.76
731450.000694444,NaN,NaN
731450.083333333,NaN,NaN
731450.084027778,NaN,NaN
731450.166666667,NaN,NaN
731450.167361111,NaN,NaN
731450.25,NaN,NaN
731450.250694444,NaN,NaN
731450.333333333,NaN,NaN
731450.334027778,NaN,NaN
731450.416666667,NaN,NaN
731450.417361111,NaN,NaN
731450.5,2.56,0.82
731450.500694444,NaN,NaN
731450.501388889,NaN,NaN
731450.583333333,NaN,NaN
731450.584027778,NaN,NaN
731450.5875,NaN,NaN
731450.666666667,NaN,NaN
731450.667361111,NaN,NaN
731450.75,NaN,NaN
731450.750694444,NaN,NaN
731450.833333333,NaN,NaN
731450.834027778,NaN,NaN
731450.916666667,NaN,NaN
731450.917361111,NaN,NaN
731451,3.06,0.8
731451.000694444,NaN,NaN
731451.083333333,NaN,NaN
731451.084027778,NaN,NaN
731451.166666667,NaN,NaN
731451.167361111,NaN,NaN
731451.25,NaN,NaN
731451.250694444,NaN,NaN
731451.333333333,NaN,NaN
731451.334027778,NaN,NaN
731451.416666667,NaN,NaN
731451.417361111,NaN,NaN
731451.5,2.94,0.84
731451.500694444,NaN,NaN
731451.583333333,NaN,NaN
731451.584027778,NaN,NaN
731451.666666667,NaN,NaN
731451.667361111,NaN,NaN
731451.833333333,NaN,NaN
731451.834027778,NaN,NaN
731451.916666667,NaN,NaN
731451.917361111,NaN,NaN
731452,3.44,0.9
731452.000694444,NaN,NaN
731452.083333333,NaN,NaN
731452.084027778,NaN,NaN
731452.166666667,NaN,NaN
731452.167361111,NaN,NaN
731452.25,NaN,NaN
731452.250694444,NaN,NaN
731452.333333333,NaN,NaN
731452.334027778,NaN,NaN
731452.41875,NaN,NaN
731452.419444444,NaN,NaN
731452.5,3.49,0.86
731452.500694444,NaN,NaN
731452.583333333,NaN,NaN
731452.584027778,NaN,NaN
731452.666666667,NaN,NaN
731452.667361111,NaN,NaN
731452.75,NaN,NaN
731452.750694444,NaN,NaN
731452.833333333,NaN,NaN
731452.834027778,NaN,NaN
731452.835416667,NaN,NaN
731452.916666667,NaN,NaN
731452.917361111,NaN,NaN
731453,2.85,0.78
731453.000694444,NaN,NaN
731453.072916667,NaN,NaN
731453.073611111,NaN,NaN
731453.166666667,NaN,NaN
731453.167361111,NaN,NaN
731453.25,NaN,NaN
731453.250694444,NaN,NaN
731453.333333333,NaN,NaN
731453.334027778,NaN,NaN
731453.416666667,NaN,NaN
731453.417361111,NaN,NaN
731453.5,3.01,0.85
731453.500694444,NaN,NaN
731453.583333333,NaN,NaN
731453.584027778,NaN,NaN
731453.584722222,NaN,NaN
731453.666666667,NaN,NaN
731453.667361111,NaN,NaN
731453.75,NaN,NaN
731453.750694444,NaN,NaN
731453.833333333,NaN,NaN
731453.834027778,NaN,NaN
731453.916666667,NaN,NaN
731453.920833333,NaN,NaN
731454,2.87,0.81
731454.000694444,NaN,NaN
731454.083333333,NaN,NaN
731454.084027778,NaN,NaN
731454.166666667,NaN,NaN
731454.167361111,NaN,NaN
731454.25,NaN,NaN
731454.250694444,NaN,NaN
731454.334027778,NaN,NaN
731454.336111111,NaN,NaN
731454.416666667,NaN,NaN
731454.417361111,NaN,NaN
731454.5,2.82,0.8
731454.500694444,NaN,NaN
731454.583333333,NaN,NaN
731454.584027778,NaN,NaN
731454.666666667,NaN,NaN
731454.667361111,NaN,NaN
731454.75,NaN,NaN
731454.750694444,NaN,NaN
731454.833333333,NaN,NaN
731454.834027778,NaN,NaN
731454.916666667,NaN,NaN
731454.917361111,NaN,NaN
731455,2.8,0.83
731455.000694444,NaN,NaN
731455.083333333,NaN,NaN
731455.084027778,NaN,NaN
731455.166666667,NaN,NaN
731455.167361111,NaN,NaN
731455.25,NaN,NaN
731455.250694444,NaN,NaN
731455.333333333,NaN,NaN
731455.334027778,NaN,NaN
731455.416666667,NaN,NaN
731455.417361111,NaN,NaN
731455.5,3.95,0.84
731455.500694444,NaN,NaN
731455.583333333,NaN,NaN
731455.584027778,NaN,NaN
731455.666666667,NaN,NaN
731455.667361111,NaN,NaN
731455.75,NaN,NaN
731455.750694444,NaN,NaN
731455.833333333,NaN,NaN
731455.834027778,NaN,NaN
731455.916666667,NaN,NaN
731455.917361111,NaN,NaN
731456,3.14,0.67
731456.000694444,NaN,NaN
731456.083333333,NaN,NaN
731456.084027778,NaN,NaN
731456.166666667,NaN,NaN
731456.167361111,NaN,NaN
731456.25,NaN,NaN
731456.250694444,NaN,NaN
731456.333333333,NaN,NaN
731456.334027778,NaN,NaN
731456.416666667,NaN,NaN
731456.417361111,NaN,NaN
731456.5,2.26,0.56
731456.500694444,NaN,NaN
731456.583333333,NaN,NaN
731456.584027778,NaN,NaN
731456.666666667,NaN,NaN
731456.667361111,NaN,NaN
731456.75,NaN,NaN
731456.750694444,NaN,NaN
731456.833333333,NaN,NaN
731456.834027778,NaN,NaN
731456.916666667,NaN,NaN
731456.917361111,NaN,NaN
731457,2.54,0.76
731457.000694444,NaN,NaN
731457.083333333,NaN,NaN
731457.084027778,NaN,NaN
731457.166666667,NaN,NaN
731457.167361111,NaN,NaN
731457.25,NaN,NaN
731457.250694444,NaN,NaN
731457.319444445,NaN,NaN
731457.320138889,NaN,NaN
731457.416666667,NaN,NaN
731457.417361111,NaN,NaN
731457.496527778,2.94,0.83
731457.497222222,NaN,NaN
731457.583333333,NaN,NaN
731457.584027778,NaN,NaN
731457.666666667,NaN,NaN
731457.667361111,NaN,NaN
731457.75,NaN,NaN
731457.750694444,NaN,NaN
731457.833333333,NaN,NaN
731457.834027778,NaN,NaN
731457.916666667,NaN,NaN
731457.917361111,NaN,NaN
731458,2.87,0.81
731458.000694444,NaN,NaN
731458.083333333,NaN,NaN
731458.084027778,NaN,NaN
731458.166666667,NaN,NaN
731458.167361111,NaN,NaN
731458.25,NaN,NaN
731458.250694444,NaN,NaN
731458.329861111,NaN,NaN
731458.330555556,NaN,NaN
731458.415277778,NaN,NaN
731458.415972222,NaN,NaN
731458.5,2.49,0.64
731458.500694444,NaN,NaN
731458.583333333,NaN,NaN
731458.584027778,NaN,NaN
731458.584722222,NaN,NaN
731458.666666667,NaN,NaN
731458.667361111,NaN,NaN
731458.833333333,NaN,NaN
731458.834027778,NaN,NaN
731458.916666667,NaN,NaN
731458.917361111,NaN,NaN
731459,2.92,0.78
731459.000694444,NaN,NaN
731459.083333333,NaN,NaN
731459.084027778,NaN,NaN
731459.166666667,NaN,NaN
731459.167361111,NaN,NaN
731459.25,NaN,NaN
731459.250694444,NaN,NaN
731459.333333333,NaN,NaN
731459.334027778,NaN,NaN
731459.416666667,NaN,NaN
731459.417361111,NaN,NaN
731459.5,NaN,NaN
731459.500694444,NaN,NaN
731459.583333333,NaN,NaN
731459.584027778,NaN,NaN
731459.666666667,NaN,NaN
731459.667361111,NaN,NaN
731459.75,NaN,NaN
731459.750694444,NaN,NaN
731459.826388889,NaN,NaN
731459.827083333,NaN,NaN
731459.916666667,NaN,NaN
731459.917361111,NaN,NaN
731460,2.83,0.76
731460.000694444,NaN,NaN
731460.083333333,NaN,NaN
731460.084027778,NaN,NaN
731460.166666667,NaN,NaN
731460.167361111,NaN,NaN
731460.243055556,NaN,NaN
731460.24375,NaN,NaN
731460.333333333,NaN,NaN
731460.334027778,NaN,NaN
731460.416666667,NaN,NaN
731460.417361111,NaN,NaN
731460.5,3.54,0.92
731460.500694444,NaN,NaN
731460.583333333,NaN,NaN
731460.584027778,NaN,NaN
731460.666666667,NaN,NaN
731460.667361111,NaN,NaN
731460.75,NaN,NaN
731460.750694444,NaN,NaN
731460.833333333,NaN,NaN
731460.834027778,NaN,NaN
731460.916666667,NaN,NaN
731460.917361111,NaN,NaN
731461,2.87,0.65
731461.000694444,NaN,NaN
731461.001388889,NaN,NaN
731461.002083333,NaN,NaN
731461.079861111,NaN,NaN
731461.080555556,NaN,NaN
731461.166666667,NaN,NaN
731461.167361111,NaN,NaN
731461.25,NaN,NaN
731461.250694444,NaN,NaN
731461.333333333,NaN,NaN
731461.334027778,NaN,NaN
731461.416666667,NaN,NaN
731461.417361111,NaN,NaN
731461.5,2.96,0.71
731461.500694444,NaN,NaN
731461.583333333,NaN,NaN
731461.584027778,NaN,NaN
731461.666666667,NaN,NaN
731461.667361111,NaN,NaN
731461.75,NaN,NaN
731461.750694444,NaN,NaN
731461.833333333,NaN,NaN
731461.834027778,NaN,NaN
731461.916666667,NaN,NaN
731461.917361111,NaN,NaN
731461.996527778,3.07,0.71
731461.997222222,NaN,NaN
731462,NaN,NaN
731462.082638889,NaN,NaN
731462.083333333,NaN,NaN
731462.166666667,NaN,NaN
731462.167361111,NaN,NaN
731462.239583333,NaN,NaN
731462.240277778,NaN,NaN
731462.333333333,NaN,NaN
731462.334027778,NaN,NaN
731462.416666667,NaN,NaN
731462.417361111,NaN,NaN
731462.5,2.43,0.67
731462.500694444,NaN,NaN
731462.583333333,NaN,NaN
731462.584027778,NaN,NaN
731462.666666667,NaN,NaN
731462.667361111,NaN,NaN
731462.75,NaN,NaN
731462.750694444,NaN,NaN
731462.833333333,NaN,NaN
731462.834027778,NaN,NaN
731462.916666667,NaN,NaN
731462.917361111,NaN,NaN
731463,3.18,0.78
731463.000694444,NaN,NaN
731463.083333333,NaN,NaN
731463.084027778,NaN,NaN
731463.166666667,NaN,NaN
731463.167361111,NaN,NaN
731463.25,NaN,NaN
731463.250694444,NaN,NaN
731463.333333333,NaN,NaN
731463.334027778,NaN,NaN
731463.416666667,NaN,NaN
731463.417361111,NaN,NaN
731463.5,4.4,1.12
731463.500694444,NaN,NaN
731463.583333333,NaN,NaN
731463.584027778,NaN,NaN
731463.666666667,NaN,NaN
731463.667361111,NaN,NaN
731463.75,NaN,NaN
731463.750694444,NaN,NaN
731463.833333333,NaN,NaN
731463.834027778,NaN,NaN
731463.916666667,NaN,NaN
731463.917361111,NaN,NaN
731465.083333333,NaN,NaN
731465.084027778,NaN,NaN
731465.166666667,NaN,NaN
731465.167361111,NaN,NaN
731465.25,NaN,NaN
731465.250694444,NaN,NaN
731465.333333333,NaN,NaN
731465.334027778,NaN,NaN
731465.416666667,NaN,NaN
731465.417361111,NaN,NaN
731465.5,2.57,0.68
731465.500694444,NaN,NaN
731465.583333333,NaN,NaN
731465.584027778,NaN,NaN
731465.666666667,NaN,NaN
731465.667361111,NaN,NaN
731465.75,NaN,NaN
731465.750694444,NaN,NaN
731465.833333333,NaN,NaN
731465.834027778,NaN,NaN
731465.916666667,NaN,NaN
731465.917361111,NaN,NaN
731466,2.74,0.71
731466.000694444,NaN,NaN
731466.083333333,NaN,NaN
731466.084027778,NaN,NaN
731466.166666667,NaN,NaN
731466.167361111,NaN,NaN
731466.25,NaN,NaN
731466.250694444,NaN,NaN
731466.333333333,NaN,NaN
731466.334027778,NaN,NaN
731466.416666667,NaN,NaN
731466.417361111,NaN,NaN
731466.5,2.91,0.74
731466.500694444,NaN,NaN
731466.583333333,NaN,NaN
731466.584027778,NaN,NaN
731466.666666667,NaN,NaN
731466.667361111,NaN,NaN
731466.75,NaN,NaN
731466.750694444,NaN,NaN
731466.833333333,NaN,NaN
731466.834027778,NaN,NaN
731466.916666667,NaN,NaN
731466.917361111,NaN,NaN
731467,2.71,0.71
731467.000694444,NaN,NaN
731467.083333333,NaN,NaN
731467.084027778,NaN,NaN
731467.166666667,NaN,NaN
731467.167361111,NaN,NaN
731467.168055556,NaN,NaN
731467.16875,NaN,NaN
731467.25,NaN,NaN
731467.250694444,NaN,NaN
731467.333333333,NaN,NaN
731467.334027778,NaN,NaN
731467.416666667,NaN,NaN
731467.417361111,NaN,NaN
731467.5,3.26,0.88
731467.500694444,NaN,NaN
731467.583333333,NaN,NaN
731467.584027778,NaN,NaN
731467.666666667,NaN,NaN
731467.667361111,NaN,NaN
731467.75,NaN,NaN
731467.750694444,NaN,NaN
731467.833333333,NaN,NaN
731467.834027778,NaN,NaN
731467.916666667,NaN,NaN
731467.917361111,NaN,NaN
731468,2.71,0.77
731468.000694444,NaN,NaN
731468.083333333,NaN,NaN
731468.084027778,NaN,NaN
731468.166666667,NaN,NaN
731468.167361111,NaN,NaN
731468.25,NaN,NaN
731468.250694444,NaN,NaN
731468.333333333,NaN,NaN
731468.334027778,NaN,NaN
731468.416666667,NaN,NaN
731468.417361111,NaN,NaN
731468.5,2.59,0.69
731468.500694444,NaN,NaN
731468.583333333,NaN,NaN
731468.584027778,NaN,NaN
731468.668055556,NaN,NaN
731468.66875,NaN,NaN
731468.75,NaN,NaN
731468.750694444,NaN,NaN
731468.833333333,NaN,NaN
731468.834027778,NaN,NaN
731468.916666667,NaN,NaN
731468.917361111,NaN,NaN
731469,2.86,0.72
731469.000694444,NaN,NaN
731469.083333333,NaN,NaN
731469.084027778,NaN,NaN
731469.166666667,NaN,NaN
731469.167361111,NaN,NaN
731469.252777778,NaN,NaN
731469.253472222,NaN,NaN
731469.333333333,NaN,NaN
731469.334027778,NaN,NaN
731469.416666667,NaN,NaN
731469.417361111,NaN,NaN
731469.5,2.36,0.76
731469.500694444,NaN,NaN
731469.583333333,NaN,NaN
731469.584027778,NaN,NaN
731469.666666667,NaN,NaN
731469.667361111,NaN,NaN
731469.75,NaN,NaN
731469.750694444,NaN,NaN
731469.833333333,NaN,NaN
731469.834027778,NaN,NaN
731469.916666667,NaN,NaN
731469.917361111,NaN,NaN
731470,2.72,0.81
731470.000694444,NaN,NaN
731470.083333333,NaN,NaN
731470.084027778,NaN,NaN
731470.166666667,NaN,NaN
731470.167361111,NaN,NaN
731470.25,NaN,NaN
731470.250694444,NaN,NaN
731470.333333333,NaN,NaN
731470.334027778,NaN,NaN
731470.416666667,NaN,NaN
731470.417361111,NaN,NaN
731470.5,2.34,0.69
731470.500694444,NaN,NaN
731470.583333333,NaN,NaN
731470.584027778,NaN,NaN
731470.666666667,NaN,NaN
731470.667361111,NaN,NaN
731470.75,NaN,NaN
731470.750694444,NaN,NaN
731470.833333333,NaN,NaN
731470.834027778,NaN,NaN
731470.916666667,NaN,NaN
731470.917361111,NaN,NaN
731471,3.14,0.71
731471.000694444,NaN,NaN
731471.083333333,NaN,NaN
731471.084027778,NaN,NaN
731471.166666667,NaN,NaN
731471.167361111,NaN,NaN
731471.25,NaN,NaN
731471.250694444,NaN,NaN
731471.333333333,NaN,NaN
731471.334027778,NaN,NaN
731471.416666667,NaN,NaN
731471.417361111,NaN,NaN
731471.5,3.38,0.63
731471.500694444,NaN,NaN
731471.583333333,NaN,NaN
731471.584027778,NaN,NaN
731471.666666667,NaN,NaN
731471.667361111,NaN,NaN
731471.75,NaN,NaN
731471.750694444,NaN,NaN
731471.833333333,NaN,NaN
731471.834027778,NaN,NaN
731471.916666667,NaN,NaN
731471.917361111,NaN,NaN
731472,2.74,0.56
731472.000694444,NaN,NaN
731472.083333333,NaN,NaN
731472.084027778,NaN,NaN
731472.166666667,NaN,NaN
731472.167361111,NaN,NaN
731472.25,NaN,NaN
731472.250694444,NaN,NaN
731472.333333333,NaN,NaN
731472.334027778,NaN,NaN
731472.416666667,NaN,NaN
731472.417361111,NaN,NaN
731472.5,3.38,0.77
731472.500694444,NaN,NaN
731472.583333333,NaN,NaN
731472.584027778,NaN,NaN
731472.666666667,NaN,NaN
731472.667361111,NaN,NaN
731472.75,NaN,NaN
731472.750694444,NaN,NaN
731472.833333333,NaN,NaN
731472.834027778,NaN,NaN
731472.916666667,NaN,NaN
731472.917361111,NaN,NaN
731473,2.7,0.65
731473.000694444,NaN,NaN
731473.083333333,NaN,NaN
731473.084027778,NaN,NaN
731473.166666667,NaN,NaN
731473.167361111,NaN,NaN
731473.25,NaN,NaN
731473.250694444,NaN,NaN
731473.333333333,NaN,NaN
731473.334027778,NaN,NaN
731473.416666667,NaN,NaN
731473.417361111,NaN,NaN
731473.5,2.93,0.71
731473.500694444,NaN,NaN
731473.583333333,NaN,NaN
731473.584027778,NaN,NaN
731473.666666667,NaN,NaN
731473.667361111,NaN,NaN
731473.75,NaN,NaN
731473.750694444,NaN,NaN
731473.833333333,NaN,NaN
731473.834027778,NaN,NaN
731474,1.89,0.48
731474.000694444,NaN,NaN
731474.083333333,NaN,NaN
731474.084027778,NaN,NaN
731474.166666667,NaN,NaN
731474.167361111,NaN,NaN
731474.25,NaN,NaN
731474.250694444,NaN,NaN
731474.333333333,NaN,NaN
731474.334027778,NaN,NaN
731474.416666667,NaN,NaN
731474.417361111,NaN,NaN
731474.5,2.05,0.59
731474.500694444,NaN,NaN
731474.583333333,NaN,NaN
731474.584027778,NaN,NaN
731474.666666667,NaN,NaN
731474.667361111,NaN,NaN
731474.75,NaN,NaN
731474.750694444,NaN,NaN
731474.833333333,NaN,NaN
731474.834027778,NaN,NaN
731474.916666667,NaN,NaN
731474.917361111,NaN,NaN
731475,2.53,0.68
731475.000694444,NaN,NaN
731475.083333333,NaN,NaN
731475.084027778,NaN,NaN
731475.166666667,NaN,NaN
731475.167361111,NaN,NaN
731475.25,NaN,NaN
731475.250694444,NaN,NaN
731475.333333333,NaN,NaN
731475.334027778,NaN,NaN
731475.416666667,NaN,NaN
731475.417361111,NaN,NaN
731475.5,6.23,1.84
731475.500694444,NaN,NaN
731475.583333333,NaN,NaN
731475.584027778,NaN,NaN
731475.666666667,NaN,NaN
731475.667361111,NaN,NaN
731475.75,NaN,NaN
731475.750694444,NaN,NaN
731475.833333333,NaN,NaN
731475.834027778,NaN,NaN
731475.916666667,NaN,NaN
